"序号","产品编码","型号","产品ID","产品名称","接头类型","数据来源类型","当前状态","详情Slug","详情链接","主图字段","主图引用路径","实际匹配路径","检查结果","建议动作","数据文件","数据位置"
"547","869010","Q6008-PNX-SPPE","869010","Q6008-PNX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6008-pnx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6008-pnx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9318 行"
"548","869011","Q6012-PNX-SPPE","869011","Q6012-PNX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6012-pnx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6012-pnx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9813 行"
"549","869012","Q6006-PNX-LPPE","869012","Q6006-PNX-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6006-pnx-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6006-pnx-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 8713 行"
"550","869013","Q6008-PNX-LPPE","869013","Q6008-PNX-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6008-pnx-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6008-pnx-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9263 行"
"551","869014","Q6038N-PNX-SPPE","869014","Q6038N-PNX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6038n-pnx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6038n-pnx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 10363 行"
"552","869015","Q6012N-PNX-SPPE","869015","Q6012N-PNX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6012n-pnx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6012n-pnx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 10143 行"
"553","869018","Q6006-SMX-LPPE","869018","Q6006-SMX-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6006-smx-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6006-smx-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 8933 行"
"554","869019","Q6008-SMX-LPPE","869019","Q6008-SMX-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6008-smx-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6008-smx-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9483 行"
"555","869020","Q6006-SMV-LPPE","869020","Q6006-SMV-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6006-smv-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6006-smv-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 8823 行"
"556","869021","Q6006-SNV-SPPE","869021","Q6006-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6006-snv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6006-snv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9043 行"
"557","869022","Q6008-SNV-SPPE","869022","Q6008-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6008-snv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6008-snv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9648 行"
"558","869023","Q6012-SNV-SPPE","869023","Q6012-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6012-snv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6012-snv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9978 行"
"559","869024","Q6038N-SNV-SPPE","869024","Q6038N-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6038n-snv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6038n-snv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 10418 行"
"560","869025","Q6012N-SNV-SPPE","869025","Q6012N-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/FIT/Quick connector_200x200_01_v001.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\FIT\Quick connector_200x200_01_v001.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 10198 行"
"561","869026","Q6006-SMV-SPPE","869026","Q6006-SMV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6006-smv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6006-smv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 8878 行"
"562","869027","Q6008-SMV-SPPE","869027","Q6008-SMV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6008-smv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6008-smv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9428 行"
"563","869028","Q6012-SMV-SPPE","869028","Q6012-SMV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6012-smv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6012-smv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9868 行"
"564","869029","Q6006-PNV-SPPE","869029","Q6006-PNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/FIT/Quick connector_200x200_01_v001.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\FIT\Quick connector_200x200_01_v001.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 8658 行"
"565","869030","Q6008-PNV-SPPE","869030","Q6008-PNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6008-pnv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6008-pnv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9208 行"
"566","869031","Q6012-PNV-SPPE","869031","Q6012-PNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6012-pnv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6012-pnv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9758 行"
"567","869032","Q6006-PNV-LPPE","869032","Q6006-PNV-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6006-pnv-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6006-pnv-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 8603 行"
"568","869033","Q6008-PNV-LPPE","869033","Q6008-PNV-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6008-pnv-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6008-pnv-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 9153 行"
"569","869034","Q6038N-PNV-SPPE","869034","Q6038N-PNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q6038n-pnv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q6038n-pnv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 10308 行"
