"序号","产品名称","产品编码","型号","Slug","产品类别/系列","检查结果","主图字段","主图引用路径","实际匹配路径","数据文件","数据位置","建议动作"
"3447","","839035","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PNV-SACN.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNV-SACN.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 375 行","无需处理"
"3448","","839099","","","","图片文件不存在","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PNX-SACE.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNX-SACE.webp | F:\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNX-SACE.webp | F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNX-SACE.webp | F:\WebsiteProjects\foreach-website-2026\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNX-SACE.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 389 行","确认图片是否漏传、路径是否写错；无图产品暂不发布"
"3449","","839013","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PNX-SACN.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNX-SACN.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 403 行","无需处理"
"3450","","839086","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PMV-SPPE.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PMV-SPPE.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 417 行","无需处理"
"3451","","839064","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PMX-SPPE.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PMX-SPPE.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 431 行","无需处理"
"3452","","839138","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PMX-SPPE.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PMX-SPPE.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 445 行","无需处理"
"3453","","839079","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PNV-SPPE.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNV-SPPE.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 459 行","无需处理"
"3454","","839057","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PNX-SPPE.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNX-SPPE.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 473 行","无需处理"
"3455","","839038","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PNV-LACN.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNV-LACN.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 487 行","无需处理"
"3456","","839016","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PNX-LACN.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNX-LACN.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 501 行","无需处理"
"3457","","839082","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PNV-LPPE.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNV-LPPE.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 515 行","无需处理"
"3458","","839060","","","","正常","imagePath","/images/resources/selection-support/fitting-replacement/q20/products/Q2002-PNX-LPPE.webp","F:\WebsiteProjects\foreach-website-2026\public\images\resources\selection-support\fitting-replacement\q20\products\Q2002-PNX-LPPE.webp","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 529 行","无需处理"
"3459","","Q20","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 546 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3460","","01","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 569 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3461","","02","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 592 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3462","","03","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 615 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3463","","04","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 638 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3464","","18N","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 661 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3465","","P","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 684 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3466","","S","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 707 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3467","","M","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 730 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3468","","N","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 753 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3469","","V","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 776 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3470","","X","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 799 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3471","","S","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 822 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3472","","L","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 845 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3473","","AC","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 868 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3474","","PP","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 891 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3475","","N","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 914 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3476","","E","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 937 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3477","","F","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","第 960 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3478","直通等径倒刺接头","","BA-16F-PP-N","","","未配置主图字段","","","","reports/barbed-fitting-detail-setup-report.json","$.examples[0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3479","直通等径倒刺接头","","BA-24F-PP-N","","","未配置主图字段","","","","reports/barbed-fitting-detail-setup-report.json","$.examples[1]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3480","直通等径倒刺接头","","BA-32F-PP-N","","","未配置主图字段","","","","reports/barbed-fitting-detail-setup-report.json","$.examples[2]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3481","直通等径倒刺接头","","BA-40F-PP-N","","","未配置主图字段","","","","reports/barbed-fitting-detail-setup-report.json","$.examples[3]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3482","直通异径倒刺接头","","BA-16F-24F-PP-N","","","未配置主图字段","","","","reports/barbed-fitting-detail-setup-report.json","$.examples[4]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3483","过滤器 G-178-64-PA-V 136003","","G-178-64-PA-V","","过滤器","未配置主图字段","","","","reports/filter-check-valve-authoritative-data-audit.json","$.duplicateModels[0][0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3484","过滤器 G-178-64-PA-V 136003","","G-178-64-PA-V","","过滤器","未配置主图字段","","","","reports/filter-check-valve-authoritative-data-audit.json","$.duplicateModels[0][1]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3485","水循环过滤器 F-SS-150-127D-PP-N 139008","","F-SS-150-127D-PP-N","","过滤器","未配置主图字段","","","","reports/filter-check-valve-authoritative-data-audit.json","$.duplicateModels[1][0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3486","水循环过滤器 F-SS-150-127D-PP-N 139008","","F-SS-150-127D-PP-N","","过滤器","未配置主图字段","","","","reports/filter-check-valve-authoritative-data-audit.json","$.duplicateModels[1][1]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3487","水循环过滤器 F-SS-150-95D-PP-N 139013","","F-SS-150-95D-PP-N","","过滤器","未配置主图字段","","","","reports/filter-check-valve-authoritative-data-audit.json","$.duplicateModels[2][0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"3488","水循环过滤器 F-SS-150-95D-PP-N 139016","","F-SS-150-95D-PP-N","","过滤器","未配置主图字段","","","","reports/filter-check-valve-authoritative-data-audit.json","$.duplicateModels[2][1]","确认该产品数据是否缺少主图字段；补图前暂不发布"
